Place,Month,Users,Gender,Alcohol,Result
ROSCOMMON,May,Car,female,no,Injured
CORK,December,Cyclists,male,no,Injured
LIMERICK COUNTY,February,Cyclists,female,no,Injured
DUBLIN,October,Motorbike,female,yes,Injured
CORK,January,Car,female,no,Injured
DUBLIN,March,Cyclists,female,yes,Injured
LIMERICK COUNTY,October,Car,male,no,Injured
KILDARE,January,Car,female,yes,Injured
CLARE,February,Car,male,no,Injured
TIPPERARY,February,Car,male,no,Injured
GALWAY,April,Cyclists,female,yes,Injured
TIPPERARY,September,Car,female,no,Injured
DONEGAL,December,Cyclists,female,yes,Injured
CORK,September,Car,male,no,Injured
KERRY,October,Car,male,no,Injured
DUBLIN,January,Car,female,no,Injured
CAVAN,October,Car,female,yes,Injured
CLARE,December,Car,female,no,Injured
CORK,June,Pedestrians,female,yes,Injured
CLARE,November,Car,female,no,Injured
CORK,October,Cyclists,female,no,Injured
KILDARE,May,Car,male,no,Injured
GALWAY,March,Car,male,no,Injured
WICKLOW,October,Car,female,no,Injured
CORK,September,Cyclists,male,no,Killed
TIPPERARY,August,Car,male,yes,Injured
KILDARE,May,Car,female,no,Injured
TIPPERARY,July,Car,male,yes,Injured
CLARE,June,Motorbike,female,no,Injured
CORK,August,Car,male,yes,Injured
TIPPERARY,December,Car,female,no,Injured
KILDARE,June,Car,male,no,Injured
KILDARE,October,Car,female,no,Injured
CARLOW,July,Cyclists,male,yes,Injured
LIMERICK COUNTY,January,Cyclists,male,yes,Injured
SLIGO,March,Pedestrians,male,no,Injured
WICKLOW,December,Car,male,no,Injured
DUBLIN,October,Car,female,no,Injured
DUBLIN,May,Car,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
DUBLIN,December,Car,female,no,Injured
DUBLIN,May,Car,male,no,Injured
DUBLIN,January,Motorbike,female,no,Injured
LONGFORD,August,Pedestrians,male,no,Injured
LIMERICK COUNTY,May,Car,female,no,Injured
MEATH,September,Pedestrians,female,no,Injured
DUBLIN,October,Car,male,no,Injured
MAYO,November,Pedestrians,male,no,Injured
MONAGHAN,December,Car,male,yes,Injured
KILDARE,June,Car,male,yes,Injured
GALWAY,January,Cyclists,female,no,Injured
CORK,May,Car,male,no,Injured
CLARE,July,Car,female,yes,Injured
GALWAY,October,Car,female,no,Injured
LIMERICK COUNTY,July,Pedestrians,male,no,Injured
DUBLIN,September,Car,female,no,Injured
DUBLIN,March,Pedestrians,male,yes,Injured
GALWAY,October,Motorbike,female,yes,Injured
WEXFORD,April,Car,female,yes,Injured
TIPPERARY,January,Car,female,no,Injured
TIPPERARY,February,Car,male,no,Injured
WICKLOW,January,Motorbike,female,yes,Injured
MEATH,March,Car,male,no,Injured
DONEGAL,August,Car,female,yes,Injured
SLIGO,November,Car,male,no,Killed
CORK,August,Pedestrians,male,no,Injured
TIPPERARY,March,Car,female,no,Injured
DUBLIN,November,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
KILKENNY,August,Car,male,yes,Injured
CORK,May,Car,female,no,Injured
WATERFORD,October,Car,male,no,Injured
DUBLIN,February,Car,female,yes,Injured
MEATH,February,Car,female,no,Injured
LOUTH,November,Car,male,no,Injured
LOUTH,January,Cyclists,male,yes,Injured
KERRY,May,Car,female,no,Injured
GALWAY,September,Car,male,yes,Injured
LIMERICK COUNTY,November,Cyclists,female,no,Injured
LONGFORD,December,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
MEATH,November,Car,female,yes,Injured
WEXFORD,August,Pedestrians,female,no,Injured
OFFALY,January,Car,male,yes,Injured
MAYO,August,Pedestrians,male,no,Injured
ROSCOMMON,April,Car,female,yes,Injured
CARLOW,April,Car,female,no,Injured
CORK,December,Pedestrians,female,no,Injured
DUBLIN,March,Cyclists,male,no,Injured
MAYO,October,Cyclists,male,no,Injured
WICKLOW,September,Car,female,no,Injured
MAYO,April,Car,male,no,Injured
GALWAY,May,Motorbike,male,no,Injured
WESTMEATH,April,Pedestrians,male,no,Injured
DUBLIN,February,Car,female,yes,Injured
LIMERICK COUNTY,June,Car,female,yes,Injured
CARLOW,June,Motorbike,male,no,Injured
DONEGAL,September,Car,male,yes,Killed
DUBLIN,January,Cyclists,male,no,Killed
DUBLIN,December,Pedestrians,male,yes,Injured
GALWAY,July,Car,female,yes,Injured
MONAGHAN,January,Car,male,no,Injured
DUBLIN,March,Pedestrians,female,no,Injured
CORK,September,Car,female,no,Injured
KERRY,February,Car,male,yes,Injured
WICKLOW,April,Car,male,yes,Injured
DUBLIN,November,Car,male,no,Injured
DUBLIN,June,Car,female,yes,Injured
MEATH,June,Car,female,no,Injured
KILKENNY,September,Car,female,yes,Injured
CARLOW,March,Car,female,yes,Injured
WICKLOW,December,Car,female,yes,Injured
GALWAY,January,Car,male,no,Injured
DUBLIN,December,Car,female,no,Injured
LIMERICK COUNTY,July,Car,female,no,Injured
DUBLIN,December,Pedestrians,male,no,Injured
GALWAY,February,Car,male,no,Injured
LIMERICK COUNTY,October,Car,female,yes,Injured
CORK,July,Car,female,yes,Injured
GALWAY,February,Car,male,yes,Injured
MAYO,June,Car,female,no,Injured
WEXFORD,September,Cyclists,male,no,Injured
CAVAN,February,Pedestrians,female,yes,Injured
ROSCOMMON,March,Pedestrians,male,yes,Killed
WEXFORD,July,Motorbike,male,yes,Injured
WICKLOW,January,Motorbike,female,no,Injured
WEXFORD,September,Car,female,no,Injured
CORK,August,Motorbike,female,yes,Injured
TIPPERARY,April,Car,female,yes,Injured
CORK,December,Motorbike,male,no,Injured
DUBLIN,January,Pedestrians,female,yes,Injured
DUBLIN,February,Car,female,no,Killed
DUBLIN,August,Pedestrians,male,yes,Injured
DUBLIN,April,Car,female,no,Injured
KERRY,June,Car,female,no,Injured
CORK,March,Car,male,yes,Injured
DUBLIN,December,Pedestrians,male,yes,Injured
KILDARE,April,Cyclists,female,yes,Injured
CORK,September,Car,female,yes,Injured
DUBLIN,April,Cyclists,female,yes,Injured
DUBLIN,April,Cyclists,male,no,Injured
CORK,March,Car,male,no,Injured
OFFALY,April,Pedestrians,male,no,Injured
DUBLIN,September,Pedestrians,male,no,Injured
DUBLIN,July,Car,male,no,Injured
DUBLIN,February,Car,female,no,Injured
DUBLIN,October,Pedestrians,female,no,Injured
CORK,May,Car,male,no,Injured
WATERFORD,September,Car,male,yes,Injured
LIMERICK COUNTY,December,Car,male,no,Injured
DUBLIN,August,Pedestrians,female,no,Injured
CORK,March,Car,female,no,Injured
CORK,June,Pedestrians,female,no,Injured
DUBLIN,June,Car,female,yes,Injured
CLARE,January,Cyclists,female,no,Injured
CORK,March,Car,male,no,Injured
GALWAY,November,Car,male,no,Injured
WEXFORD,March,Car,male,yes,Injured
DUBLIN,January,Cyclists,male,no,Injured
LOUTH,March,Cyclists,male,no,Injured
KILDARE,July,Car,female,no,Injured
WICKLOW,September,Car,male,no,Injured
DONEGAL,June,Cyclists,male,yes,Injured
MAYO,August,Car,female,yes,Injured
DUBLIN,February,Cyclists,male,no,Injured
WICKLOW,May,Car,female,no,Injured
DUBLIN,December,Car,male,no,Injured
WICKLOW,May,Cyclists,female,no,Injured
TIPPERARY,August,Car,female,no,Injured
KILKENNY,February,Car,female,no,Injured
CAVAN,June,Car,female,yes,Injured
DONEGAL,January,Pedestrians,female,yes,Injured
CLARE,July,Pedestrians,female,yes,Injured
MONAGHAN,August,Car,female,no,Injured
CORK,December,Pedestrians,female,no,Injured
MEATH,February,Cyclists,male,no,Injured
CAVAN,November,Cyclists,female,yes,Injured
DUBLIN,April,Car,female,yes,Injured
DUBLIN,November,Car,male,no,Injured
KILDARE,December,Car,female,no,Injured
KILDARE,March,Car,female,no,Injured
TIPPERARY,September,Car,male,yes,Injured
LEITRIM,February,Car,female,no,Injured
CORK,September,Car,female,no,Injured
CAVAN,April,Car,male,no,Injured
MEATH,February,Cyclists,female,no,Injured
KERRY,August,Car,female,no,Injured
KILDARE,April,Car,female,no,Injured
DUBLIN,June,Car,male,no,Injured
KILDARE,October,Car,male,yes,Injured
DUBLIN,March,Motorbike,male,no,Injured
DUBLIN,June,Car,female,no,Injured
KILDARE,December,Pedestrians,male,yes,Injured
GALWAY,July,Car,female,no,Injured
CORK,February,Cyclists,male,yes,Injured
WICKLOW,May,Cyclists,male,no,Injured
TIPPERARY,October,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
KERRY,December,Cyclists,female,yes,Injured
WESTMEATH,June,Pedestrians,male,yes,Injured
DUBLIN,July,Car,female,no,Injured
WEXFORD,June,Motorbike,male,yes,Injured
CLARE,February,Pedestrians,male,no,Injured
MAYO,March,Pedestrians,male,no,Injured
MONAGHAN,September,Car,male,no,Injured
DONEGAL,November,Pedestrians,male,yes,Injured
CORK,June,Car,male,no,Injured
KILDARE,May,Motorbike,male,no,Injured
GALWAY,February,Car,female,no,Injured
KILDARE,February,Car,male,yes,Injured
CORK,August,Car,male,no,Injured
DUBLIN,August,Motorbike,male,yes,Injured
CORK,October,Car,male,no,Injured
CORK,May,Car,male,no,Injured
LOUTH,November,Car,male,no,Injured
CAVAN,September,Car,male,no,Injured
KERRY,March,Car,male,yes,Injured
DUBLIN,November,Car,male,no,Injured
TIPPERARY,March,Pedestrians,male,no,Injured
KERRY,May,Cyclists,female,yes,Injured
WICKLOW,August,Car,male,no,Injured
KILDARE,July,Car,male,yes,Injured
KILDARE,February,Pedestrians,male,no,Injured
DUBLIN,March,Car,male,yes,Injured
DUBLIN,July,Car,female,no,Injured
DUBLIN,December,Motorbike,male,no,Injured
DUBLIN,April,Car,female,yes,Injured
CORK,July,Car,female,no,Injured
DUBLIN,August,Cyclists,female,no,Injured
CORK,March,Pedestrians,female,yes,Injured
MAYO,March,Cyclists,male,no,Injured
DUBLIN,July,Car,female,no,Injured
GALWAY,November,Car,male,yes,Injured
DONEGAL,January,Pedestrians,female,yes,Injured
LIMERICK COUNTY,August,Car,male,no,Injured
ROSCOMMON,September,Car,male,yes,Injured
DUBLIN,September,Car,male,yes,Injured
CARLOW,January,Car,female,yes,Injured
DUBLIN,August,Car,male,yes,Killed
LAOIS,February,Car,male,no,Injured
DUBLIN,November,Car,female,no,Injured
ROSCOMMON,March,Cyclists,female,no,Injured
TIPPERARY,January,Car,female,no,Injured
DUBLIN,July,Car,male,yes,Killed
DUBLIN,November,Car,female,no,Injured
CAVAN,October,Car,male,no,Injured
KILDARE,July,Cyclists,male,yes,Injured
CORK,January,Car,male,no,Injured
CORK,June,Car,male,no,Injured
CLARE,June,Cyclists,male,yes,Injured
DONEGAL,November,Pedestrians,female,yes,Injured
CORK,September,Car,female,yes,Injured
CLARE,December,Car,male,yes,Injured
WICKLOW,November,Car,female,no,Injured
LIMERICK COUNTY,April,Cyclists,male,no,Injured
DUBLIN,October,Pedestrians,female,yes,Injured
CORK,April,Car,male,yes,Injured
CLARE,August,Car,male,no,Injured
OFFALY,February,Car,male,yes,Injured
DUBLIN,November,Car,female,no,Injured
CORK,December,Car,female,no,Injured
CORK,April,Pedestrians,female,no,Injured
LIMERICK COUNTY,January,Car,male,no,Injured
DUBLIN,February,Motorbike,male,yes,Injured
CORK,August,Car,female,no,Injured
DUBLIN,October,Car,male,no,Injured
CLARE,June,Pedestrians,male,no,Injured
DUBLIN,May,Car,female,yes,Injured
GALWAY,February,Motorbike,female,no,Injured
GALWAY,July,Car,female,no,Injured
MEATH,July,Car,female,yes,Injured
CORK,May,Car,female,no,Injured
GALWAY,September,Car,female,yes,Injured
CORK,August,Cyclists,male,no,Injured
DONEGAL,May,Pedestrians,female,yes,Injured
DUBLIN,May,Car,female,no,Injured
CORK,November,Car,female,yes,Injured
KILDARE,July,Pedestrians,male,no,Injured
DUBLIN,August,Car,male,yes,Injured
WEXFORD,October,Car,male,yes,Injured
LIMERICK COUNTY,December,Pedestrians,female,no,Injured
CORK,August,Cyclists,male,no,Injured
KILKENNY,July,Car,female,no,Injured
DUBLIN,July,Car,female,no,Injured
GALWAY,May,Car,female,yes,Injured
LIMERICK COUNTY,April,Cyclists,female,no,Injured
DONEGAL,July,Car,female,no,Injured
DUBLIN,October,Car,male,no,Injured
GALWAY,December,Car,male,no,Injured
KILKENNY,December,Car,female,no,Injured
DUBLIN,February,Cyclists,male,no,Injured
GALWAY,August,Cyclists,female,no,Injured
DUBLIN,October,Car,male,no,Injured
KILDARE,May,Car,male,yes,Injured
DUBLIN,April,Car,female,no,Injured
SLIGO,October,Car,female,no,Injured
LONGFORD,November,Cyclists,male,yes,Injured
OFFALY,January,Car,female,no,Injured
CORK,July,Car,female,yes,Injured
DONEGAL,February,Cyclists,male,yes,Injured
KERRY,June,Car,female,yes,Injured
CORK,September,Car,male,no,Injured
KERRY,July,Pedestrians,male,yes,Injured
DUBLIN,June,Pedestrians,male,no,Injured
DUBLIN,July,Cyclists,male,no,Injured
DUBLIN,July,Car,female,yes,Injured
CARLOW,August,Car,male,yes,Injured
LONGFORD,January,Car,female,yes,Injured
MEATH,June,Cyclists,male,no,Killed
DUBLIN,September,Car,male,no,Injured
GALWAY,September,Car,female,yes,Injured
MONAGHAN,July,Pedestrians,male,no,Injured
LIMERICK COUNTY,April,Car,female,no,Injured
CAVAN,July,Pedestrians,female,no,Injured
DUBLIN,September,Pedestrians,male,no,Injured
WEXFORD,July,Car,male,no,Injured
TIPPERARY,May,Car,female,no,Injured
DUBLIN,April,Car,male,yes,Injured
WATERFORD,July,Cyclists,female,yes,Injured
GALWAY,April,Car,female,yes,Injured
DONEGAL,January,Car,male,no,Injured
DUBLIN,February,Car,female,yes,Injured
DUBLIN,August,Motorbike,male,yes,Injured
CLARE,December,Car,female,yes,Injured
DUBLIN,February,Car,female,yes,Injured
WATERFORD,June,Car,male,no,Injured
KERRY,June,Pedestrians,female,no,Injured
KERRY,August,Pedestrians,male,no,Injured
DUBLIN,June,Cyclists,male,yes,Injured
CLARE,April,Car,male,yes,Injured
CORK,May,Car,male,no,Injured
DUBLIN,April,Pedestrians,male,yes,Injured
TIPPERARY,February,Pedestrians,male,yes,Injured
WICKLOW,June,Car,female,yes,Injured
CAVAN,December,Pedestrians,male,no,Injured
DUBLIN,October,Car,female,no,Injured
DUBLIN,August,Car,male,yes,Injured
KERRY,November,Car,male,no,Injured
LAOIS,May,Car,male,no,Injured
DUBLIN,May,Cyclists,male,no,Injured
DONEGAL,March,Cyclists,male,no,Injured
KILDARE,December,Car,male,no,Injured
CLARE,October,Motorbike,female,no,Injured
WATERFORD,July,Cyclists,male,no,Killed
LIMERICK COUNTY,September,Cyclists,female,no,Injured
CORK,January,Motorbike,male,yes,Injured
KILDARE,June,Car,male,no,Injured
CORK,November,Pedestrians,female,no,Injured
CORK,May,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
MEATH,April,Car,male,yes,Injured
LOUTH,October,Motorbike,female,no,Injured
KILDARE,December,Car,female,no,Injured
DUBLIN,February,Car,female,no,Injured
KERRY,April,Car,male,no,Injured
WESTMEATH,May,Car,male,no,Injured
DONEGAL,January,Cyclists,male,no,Injured
MAYO,March,Car,female,no,Injured
TIPPERARY,September,Car,female,yes,Injured
LIMERICK COUNTY,November,Motorbike,female,yes,Injured
DONEGAL,January,Car,male,yes,Injured
CORK,April,Car,male,yes,Injured
KERRY,October,Cyclists,male,no,Injured
CORK,November,Pedestrians,female,no,Injured
ROSCOMMON,October,Car,female,no,Injured
KERRY,March,Car,male,yes,Injured
DUBLIN,February,Car,male,no,Injured
KILDARE,December,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,no,Injured
KILDARE,October,Cyclists,female,no,Injured
DUBLIN,June,Cyclists,male,no,Injured
DUBLIN,February,Pedestrians,male,no,Injured
KERRY,February,Car,male,no,Injured
ROSCOMMON,December,Motorbike,female,yes,Injured
LIMERICK COUNTY,July,Car,male,no,Injured
CORK,January,Car,female,no,Injured
CORK,November,Car,male,no,Injured
DUBLIN,November,Car,female,yes,Injured
DUBLIN,October,Pedestrians,female,yes,Injured
WATERFORD,June,Car,male,no,Injured
WATERFORD,October,Pedestrians,male,no,Injured
CAVAN,August,Cyclists,male,no,Injured
DONEGAL,November,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,yes,Injured
CORK,May,Car,male,no,Injured
WESTMEATH,November,Pedestrians,male,no,Injured
DONEGAL,July,Car,female,no,Injured
MAYO,July,Motorbike,male,no,Injured
WEXFORD,February,Cyclists,female,no,Injured
GALWAY,August,Car,male,yes,Injured
OFFALY,February,Car,female,yes,Injured
DUBLIN,March,Car,male,no,Injured
OFFALY,January,Car,male,no,Injured
MEATH,November,Car,female,no,Injured
WEXFORD,September,Car,female,no,Injured
DUBLIN,June,Car,male,no,Injured
MEATH,December,Car,female,no,Injured
WESTMEATH,November,Car,female,no,Injured
OFFALY,May,Cyclists,male,no,Injured
OFFALY,July,Car,female,yes,Injured
WEXFORD,February,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,September,Motorbike,female,yes,Injured
CORK,June,Car,male,no,Injured
TIPPERARY,August,Car,male,no,Injured
DUBLIN,February,Pedestrians,male,no,Injured
WATERFORD,October,Cyclists,female,no,Injured
DONEGAL,May,Car,male,yes,Injured
DUBLIN,September,Car,female,yes,Injured
LONGFORD,December,Pedestrians,female,yes,Injured
WESTMEATH,December,Car,male,yes,Injured
LONGFORD,June,Car,male,no,Injured
DUBLIN,May,Car,female,no,Killed
CLARE,August,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
GALWAY,November,Car,male,yes,Injured
MAYO,November,Car,female,yes,Injured
WATERFORD,December,Car,male,yes,Injured
CARLOW,July,Car,male,no,Injured
CORK,September,Motorbike,female,yes,Injured
DUBLIN,June,Car,female,yes,Injured
KERRY,August,Car,female,no,Injured
KERRY,October,Cyclists,male,no,Injured
DUBLIN,July,Motorbike,male,no,Injured
TIPPERARY,January,Pedestrians,female,no,Injured
MAYO,November,Car,male,yes,Injured
CORK,January,Car,male,no,Injured
DUBLIN,February,Pedestrians,male,no,Injured
GALWAY,October,Car,female,yes,Injured
DUBLIN,December,Cyclists,male,no,Injured
OFFALY,September,Car,male,no,Injured
DUBLIN,October,Cyclists,male,yes,Injured
WEXFORD,August,Car,female,no,Injured
DONEGAL,July,Car,male,yes,Injured
GALWAY,September,Car,male,no,Injured
WATERFORD,June,Pedestrians,female,no,Injured
CORK,November,Motorbike,female,yes,Injured
DUBLIN,October,Car,female,no,Injured
DONEGAL,November,Pedestrians,female,yes,Injured
WICKLOW,June,Car,male,no,Injured
GALWAY,October,Car,female,no,Injured
TIPPERARY,September,Car,female,no,Injured
TIPPERARY,April,Car,female,yes,Injured
CORK,May,Car,female,no,Injured
DUBLIN,April,Pedestrians,female,no,Injured
GALWAY,December,Car,female,no,Injured
TIPPERARY,June,Cyclists,male,no,Injured
WICKLOW,December,Pedestrians,male,yes,Injured
DUBLIN,December,Pedestrians,female,yes,Killed
MEATH,August,Pedestrians,male,yes,Injured
TIPPERARY,October,Pedestrians,female,no,Injured
DUBLIN,December,Car,male,no,Injured
DONEGAL,October,Car,male,no,Injured
LIMERICK COUNTY,November,Cyclists,female,no,Injured
KILDARE,February,Car,male,no,Injured
CORK,June,Cyclists,male,no,Injured
MAYO,September,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
KILKENNY,April,Car,female,no,Injured
CARLOW,May,Car,male,no,Injured
KILDARE,June,Car,female,no,Injured
MAYO,March,Car,male,no,Injured
DUBLIN,December,Car,male,yes,Injured
MEATH,December,Car,male,no,Injured
DUBLIN,May,Motorbike,male,no,Injured
DUBLIN,September,Car,male,no,Injured
DUBLIN,November,Car,female,yes,Injured
MAYO,April,Motorbike,male,yes,Injured
WESTMEATH,June,Car,male,no,Injured
DUBLIN,September,Pedestrians,male,yes,Injured
WICKLOW,August,Pedestrians,male,yes,Injured
MONAGHAN,January,Motorbike,female,no,Injured
DUBLIN,January,Car,female,no,Injured
DUBLIN,July,Car,female,no,Injured
DUBLIN,May,Cyclists,female,yes,Injured
DUBLIN,July,Car,male,no,Injured
GALWAY,January,Car,male,yes,Injured
LOUTH,March,Car,female,yes,Injured
SLIGO,January,Car,male,no,Injured
CORK,March,Motorbike,female,no,Injured
DUBLIN,August,Car,male,yes,Injured
DUBLIN,January,Cyclists,female,yes,Injured
DUBLIN,October,Car,male,yes,Injured
KILDARE,July,Car,male,yes,Injured
WEXFORD,March,Car,female,yes,Injured
DUBLIN,January,Car,female,no,Injured
WEXFORD,November,Pedestrians,male,no,Injured
DUBLIN,July,Car,male,no,Injured
KERRY,December,Car,female,no,Injured
LOUTH,May,Motorbike,male,no,Injured
TIPPERARY,May,Pedestrians,male,no,Injured
MEATH,March,Pedestrians,female,no,Injured
WEXFORD,March,Pedestrians,male,no,Injured
KILDARE,March,Car,female,no,Injured
WATERFORD,October,Pedestrians,female,yes,Injured
LIMERICK COUNTY,July,Cyclists,female,yes,Injured
CORK,June,Car,female,yes,Injured
CLARE,November,Cyclists,male,yes,Injured
MEATH,December,Car,male,yes,Injured
LIMERICK COUNTY,September,Car,female,no,Injured
DUBLIN,April,Pedestrians,female,yes,Injured
CORK,October,Car,male,no,Injured
LONGFORD,May,Cyclists,male,yes,Injured
MEATH,October,Pedestrians,female,yes,Injured
KILDARE,September,Motorbike,male,no,Injured
LIMERICK COUNTY,March,Car,female,yes,Injured
DUBLIN,January,Pedestrians,female,yes,Injured
TIPPERARY,April,Motorbike,female,yes,Injured
KERRY,April,Car,male,no,Injured
WATERFORD,March,Car,female,no,Injured
MAYO,September,Cyclists,male,no,Injured
KERRY,March,Motorbike,female,no,Injured
MAYO,August,Pedestrians,female,no,Killed
TIPPERARY,November,Cyclists,female,yes,Injured
DONEGAL,January,Motorbike,female,no,Injured
DUBLIN,December,Motorbike,female,no,Injured
TIPPERARY,February,Car,female,no,Injured
CLARE,November,Car,female,no,Injured
CORK,December,Car,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
CORK,October,Cyclists,female,no,Injured
MAYO,June,Car,male,no,Injured
WICKLOW,June,Car,male,yes,Injured
GALWAY,March,Car,female,yes,Injured
WEXFORD,December,Cyclists,female,no,Injured
CORK,January,Car,female,yes,Injured
LOUTH,March,Cyclists,female,no,Injured
KILDARE,October,Pedestrians,female,yes,Injured
MONAGHAN,July,Car,female,no,Injured
KERRY,April,Car,female,no,Injured
WICKLOW,July,Car,female,no,Injured
DUBLIN,October,Car,female,yes,Injured
WEXFORD,February,Pedestrians,male,yes,Killed
WESTMEATH,February,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
CAVAN,September,Car,female,no,Injured
DUBLIN,July,Car,male,no,Killed
DONEGAL,August,Car,female,yes,Injured
DUBLIN,February,Car,female,no,Injured
DUBLIN,January,Car,male,yes,Injured
LIMERICK COUNTY,August,Car,female,yes,Injured
DUBLIN,March,Cyclists,female,yes,Injured
KILKENNY,January,Motorbike,female,no,Injured
SLIGO,April,Pedestrians,female,no,Injured
ROSCOMMON,December,Car,male,no,Injured
KILDARE,December,Car,male,no,Injured
DUBLIN,February,Cyclists,male,yes,Injured
DUBLIN,December,Car,male,no,Injured
CORK,July,Car,female,yes,Injured
GALWAY,September,Cyclists,male,yes,Injured
DUBLIN,May,Car,male,no,Injured
DONEGAL,December,Cyclists,female,no,Injured
MONAGHAN,January,Car,female,no,Injured
LOUTH,August,Cyclists,female,yes,Injured
WICKLOW,March,Motorbike,female,no,Injured
DUBLIN,February,Cyclists,male,no,Injured
DUBLIN,January,Motorbike,male,yes,Injured
KERRY,August,Motorbike,male,no,Injured
DUBLIN,August,Car,female,yes,Injured
KERRY,April,Pedestrians,male,no,Killed
WATERFORD,May,Car,female,no,Injured
MAYO,April,Car,female,no,Injured
DONEGAL,June,Car,male,no,Injured
MONAGHAN,June,Car,male,yes,Injured
MONAGHAN,September,Cyclists,female,no,Injured
MONAGHAN,July,Car,male,no,Injured
DUBLIN,July,Car,male,no,Injured
KILKENNY,May,Pedestrians,female,no,Injured
LIMERICK COUNTY,April,Car,female,no,Injured
CORK,August,Cyclists,female,yes,Injured
WESTMEATH,May,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,no,Killed
LONGFORD,March,Car,female,yes,Injured
WESTMEATH,November,Car,male,no,Injured
LIMERICK COUNTY,November,Car,male,no,Injured
WEXFORD,July,Car,male,no,Injured
LOUTH,March,Motorbike,male,yes,Injured
CORK,August,Motorbike,male,no,Injured
MAYO,October,Car,female,no,Injured
DUBLIN,November,Car,male,yes,Injured
DUBLIN,December,Motorbike,female,no,Injured
MEATH,February,Cyclists,male,no,Injured
MONAGHAN,February,Car,female,yes,Injured
WEXFORD,April,Car,male,no,Injured
DONEGAL,June,Car,male,no,Injured
KERRY,September,Motorbike,female,no,Killed
MEATH,May,Car,female,no,Injured
KERRY,July,Car,female,yes,Injured
DUBLIN,February,Car,male,yes,Injured
WICKLOW,December,Pedestrians,female,yes,Injured
WATERFORD,July,Car,male,no,Injured
KILDARE,February,Cyclists,female,no,Injured
KERRY,August,Car,male,yes,Injured
SLIGO,July,Pedestrians,female,yes,Injured
WATERFORD,February,Car,male,no,Injured
OFFALY,December,Car,male,yes,Injured
DUBLIN,February,Car,male,no,Injured
TIPPERARY,November,Car,female,no,Injured
DUBLIN,June,Motorbike,female,yes,Injured
KERRY,August,Cyclists,male,no,Injured
DUBLIN,March,Motorbike,male,no,Injured
CORK,July,Pedestrians,female,yes,Injured
CORK,March,Car,female,no,Injured
WEXFORD,September,Cyclists,male,no,Injured
DONEGAL,December,Car,female,yes,Injured
LIMERICK COUNTY,June,Car,female,yes,Injured
DUBLIN,February,Motorbike,female,no,Injured
KERRY,July,Pedestrians,male,no,Injured
CORK,February,Car,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
DUBLIN,September,Car,female,no,Injured
LOUTH,August,Car,male,yes,Injured
WATERFORD,July,Cyclists,male,yes,Injured
DUBLIN,February,Car,male,no,Injured
LOUTH,March,Pedestrians,male,no,Injured
CORK,December,Car,male,no,Injured
CORK,April,Cyclists,female,yes,Injured
DUBLIN,June,Pedestrians,male,no,Injured
MEATH,August,Motorbike,male,yes,Injured
DUBLIN,November,Car,male,yes,Injured
OFFALY,April,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
CORK,June,Car,female,yes,Injured
GALWAY,July,Car,male,no,Injured
CARLOW,August,Car,female,no,Injured
LOUTH,February,Car,female,no,Injured
MAYO,May,Car,female,no,Injured
WICKLOW,June,Car,female,no,Injured
LIMERICK COUNTY,May,Car,male,yes,Injured
GALWAY,October,Pedestrians,female,no,Injured
CORK,August,Pedestrians,male,yes,Injured
KERRY,March,Pedestrians,male,no,Injured
CORK,December,Car,female,yes,Injured
MONAGHAN,August,Car,female,no,Injured
KILDARE,August,Car,female,no,Injured
DUBLIN,June,Car,female,no,Killed
LOUTH,March,Car,female,no,Injured
DUBLIN,April,Car,male,yes,Injured
LIMERICK COUNTY,June,Motorbike,female,yes,Injured
MEATH,May,Car,male,no,Injured
CORK,January,Car,female,no,Injured
GALWAY,May,Car,male,yes,Injured
CORK,June,Car,female,yes,Injured
LIMERICK COUNTY,July,Car,male,no,Injured
DUBLIN,June,Car,male,yes,Injured
LIMERICK COUNTY,September,Pedestrians,female,yes,Injured
CLARE,August,Cyclists,female,no,Injured
TIPPERARY,February,Car,female,no,Injured
GALWAY,April,Pedestrians,male,no,Injured
MONAGHAN,October,Car,female,no,Injured
DUBLIN,November,Car,male,yes,Injured
DUBLIN,December,Car,male,no,Injured
MEATH,August,Car,male,yes,Injured
TIPPERARY,December,Car,male,no,Injured
DUBLIN,March,Car,female,yes,Injured
WESTMEATH,April,Car,male,no,Injured
KILDARE,December,Car,female,yes,Injured
CLARE,February,Car,female,no,Injured
DUBLIN,August,Car,female,yes,Injured
CORK,January,Car,female,yes,Injured
